text,comments,shares,reaction_count,like,love,haha,wow,sad,angry,date,day,posting_time
How many Champions League winning clubs could you name under pressure? 🏆,111.0,8,8496,8244,217,16,2,2,0,2023-09-24,Sunday,10
"A romantic return for Lionel Messi isn't the only thing Barcelona are planning 👀

GOAL.COM
Lionel Messi, Ilkay Gundogan and the 10 players Barcelona are most likely to sign in the summer",73.0,12,5942,5391,452,65,5,3,3,2023-09-24,Sunday,9
"N’Golo Kante is on the verge of joining Karim Benzema at Al-Ittihad on a two-year contract worth €100m a season, according to Fabrizio Romano 💸",309.0,64,14670,12828,1642,31,40,48,5,2023-09-24,Sunday,9
This 54321 football quiz took a turn for the worse 🤣,61.0,17,9648,9313,194,123,4,1,4,2023-09-24,Sunday,8
"Counting Inter out? Don't be so sure... 😈

GOAL.COM
Explained: Why you can't write Inter off in the Champions League final",809.0,66,10000,9392,533,36,4,2,0,2023-09-24,Sunday,8
"Could it finally be the end of the road? 😞

GOAL.COM
Donny van de Beek to leave Man Utd? Dutch star will explore options this summer",51.0,10,2751,2658,55,17,5,12,0,2023-09-24,Sunday,1
"Jesse Lingard has a message fo Nottingham Forest fans 👋

GOAL.COM
Jesse Lingard sends message after Nottingham Forest release confirmed",78.0,8,8670,8455,165,33,5,4,0,2023-09-24,Sunday,0
"Who are the favourites to become PSG's next manager? 👀

GOAL.COM
PSG's next manager: Julian Nagelsmann, Antonio Conte, Zinedine Zidane and the possible replacements",43.0,8,3120,3054,48,12,2,0,0,2023-09-23,Saturday,22
"That is a crazy amount of money 💰

GOAL.COM
N'Golo Kante to Al-Ittihad is on! Chelsea star will sign huge deal to join Saudi Pro League",341.0,77,10000,9690,220,26,25,19,2,2023-09-23,Saturday,21
Karim Benzema will always love Real Madrid 🤍,153.0,125,20205,15461,4336,79,15,28,2,2023-09-23,Saturday,20
"Who were Barcelona's biggest stars this season? 💫

GOAL.COM
Barcelona ratings: Every player's performance in the 2022-23 season - ranked",103.0,4,4761,4372,364,8,3,0,1,2023-09-23,Saturday,19
Thierry Henry gets starstruck by Erling Haaland 🤩,178.0,192,19614,17170,2274,41,15,0,5,2023-09-23,Saturday,19
From teammates to league rivals 😈,187.0,169,10000,7966,1908,23,2,11,1,2023-09-23,Saturday,18
Emotional Karim Benzema says final goodbye to Real Madrid 😢,270.0,536,15099,10413,1892,65,19,2542,2,2023-09-23,Saturday,17
"Sergio Ramos has some advice for Harry Kane 👀

GOAL.COM
Sergio Ramos sends message to Harry Kane over potential Real Madrid transfer",279.0,59,10000,9205,714,18,22,0,3,2023-09-23,Saturday,17
"Can Barcelona afford to sign Lionel Messi? 🤑

GOAL.COM
Explained: Can Barcelona actually afford to sign Lionel Messi this summer?",217.0,50,5100,4484,519,44,8,8,1,2023-09-23,Saturday,16
Man Utd fans wouldn't be impressed by a Man City treble 😅,595.0,47,3341,2647,56,621,5,1,2,2023-09-23,Saturday,16
Together again 💙❤️,179.0,344,10000,7535,2333,4,0,6,1,2023-09-23,Saturday,15
"What it would mean to win a third World Cup 🏆
Learning from Olympic heartbreak 💔
The importance of finding a life balance ⚖️

Alex Morgan reveals all 👇

GOAL.COM
EXCLUSIVE: USWNT star Alex Morgan on the World Cup, motherhood and growing up",14.0,11,3062,2957,93,2,1,0,0,2023-09-23,Saturday,14
Who is the best midfielder in world football right now? 💬,241.0,13,7167,6716,245,186,3,0,0,2023-09-23,Saturday,13
"Arrived a boy, left a legend 🤍",417.0,989,95431,75974,18160,125,50,301,2,2023-09-23,Saturday,13
"The mass clearout at PSG continues 👋

GOAL.COM
PSG sack head coach Christophe Galtier with Julian Nagelsmann set to be his replacement",355.0,48,6113,5779,87,178,27,34,2,2023-09-23,Saturday,13
Inter defender says Man City star is 'best player in the world' 🤩,43.0,18,2955,2679,254,7,2,1,0,2023-09-23,Saturday,12
Add this to: 'Football images that don't feel right' 😵‍💫,490.0,767,66087,50513,14227,257,146,201,1,2023-09-23,Saturday,12
"Manchester United could be the busiest club in the transfer window 💰

GOAL.COM
Harry Kane, Mason Mount and the 10 players Manchester United are most likely to sign in the summer",281.0,48,10000,9275,600,87,9,1,3,2023-09-23,Saturday,11
"Virat Kohli and Anushka Sharma gifted Manchester City shirts 🇮🇳

🎥 Manchester City",34.0,33,10172,8667,1362,13,5,0,2,2023-09-23,Saturday,10
"Eden Hazard is considering retiring from football after the termination of his Real Madrid contract, according to MARCA 🗞",1851.0,310,37108,26926,427,676,207,8744,16,2023-09-23,Saturday,10
"Tottenham's new head coach has just come off the back of a treble-winning season 🏆

GOAL.COM
Tottenham appoint Celtic treble winner Ange Postecoglou as new head coach on four-year contract",192.0,20,5230,5040,125,41,9,0,2,2023-09-23,Saturday,9
Insane firework display goes off DURING Argentina game 😱,245.0,335,6874,5126,469,1102,142,4,6,2023-09-23,Saturday,9
"The 2022-23 season has been one of the craziest EVER 🤯

GOAL.COM
Cristiano Ronaldo's interview, Ben Foster's penalty save and the 21 craziest moments of the season",33.0,9,5161,5015,117,13,3,0,1,2023-09-23,Saturday,8
Run it back 🔙,291.0,297,10000,7078,2678,49,4,16,3,2023-09-23,Saturday,0
"Chelsea are already making BIG transfer plans 💸

GOAL.COM
Chelsea transfer news and rumours today: Mauricio Pochettino plans mass clear-out at Stamford Bridge",59.0,11,4208,4109,63,27,3,1,0,2023-09-22,Friday,23
"Perfect gifts for the MLS fan in your life 🤩

GOAL.COM
Celebrate Father’s Day with MobyFox x MLS, the perfect gift for soccer dads",5.0,3,1952,1909,37,2,0,0,0,2023-09-22,Friday,22
Antoine Griezmann was the only player to reach double figures for assists in La Liga this season 🤙,230.0,103,10000,8390,1526,4,5,0,1,2023-09-22,Friday,22
Zlatan Ibrahimovic's final goal celebration 🥺,190.0,256,45331,34633,9950,25,36,175,1,2023-09-22,Friday,21
"Can you get every answer right on this football shirt quiz? 🤔

GOAL.COM
The ultimate football shirt sponsor quiz | Goal.com",21.0,3,1645,1539,101,0,0,0,0,2023-09-22,Friday,20
Joaquin tied the all-time La Liga appearances record in his final match for Real Betis 💚,233.0,156,10000,8551,1351,3,17,11,0,2023-09-22,Friday,20
"This Premier League quiz is harder than it looks 😅

GOAL.COM
Premier League 2022-23 quiz: How well do you remember the season?",60.0,13,4990,4819,157,4,1,0,0,2023-09-22,Friday,19
Some serious legends retired in 2023 😢,1151.0,4062,149884,96797,18042,126,155,33174,14,2023-09-22,Friday,19
"Lionel Messi to Barcelona is looking increasingly likely 🥲

GOAL.COM
Exclusive: Lionel Messi asks to DELAY Al-Hilal move until 2024 as he angles for Barcelona return",389.0,88,10000,8716,1073,113,20,6,2,2023-09-22,Friday,18
Hulk scores incredible long-range free-kick ⚡️,116.0,87,4554,3638,593,10,284,2,0,2023-09-22,Friday,17
"Romelu Lukaku makes his feelings very clear 😅

GOAL.COM
Romelu Lukaku tells Mauricio Pochettino where he wants to play next season",353.0,45,10000,9796,148,39,2,0,3,2023-09-22,Friday,16
Saying goodbye is the hardest part 😢,345.0,370,36220,26547,3412,61,19,5848,3,2023-09-22,Friday,16
Zlatan Ibrahimovic's greatest quotes 🦁,380.0,1244,31142,22775,7508,380,32,27,12,2023-09-22,Friday,14
Enemies really can become friends 😌,493.0,598,42006,29487,11486,201,21,25,7,2023-09-22,Friday,14
"The news every Barcelona fan wanted to see 🤩

GOAL.COM
Lionel Messi 'would love' to return to Barcelona, admits Argentine's father Jorge",176.0,51,9289,7672,1417,75,11,2,2,2023-09-22,Friday,13
Cristiano Ronaldo challenges stars to join him in Saudi Arabia 🇸🇦 الدوري السعودي للمحترفين,991.0,358,22888,17441,3513,1615,23,8,19,2023-09-22,Friday,13
Zlatan's gonna Zlatan 🤣,421.0,279,22212,15828,2379,3834,20,20,2,2023-09-22,Friday,12
"Ahead of the 2023 UEFA Europa Conference League Final at the Fortuna Arena in Prague, Czech football legend Vladimír Šmicer took us on a tour of the host city and stadium.

The former Liverpool star recalls his memories of winning the UEFA Cup, identifies landmarks for visiting fans and recommends Prague's most famous dish 🍽️

#MyCityUECL

ENTERPRISE.CO.UK
Vladimír Šmicer show us around Prague ahead of the 2023 UEFA Europa Conference League Final 🏆🇨🇿",19.0,8,1534,1503,27,2,0,0,0,2023-09-22,Friday,12
"If Barcelona want to bring Lionel Messi back, they've got to balance the books ⚖️

GOAL.COM
KEEP, LOAN, SELL: The players Barcelona should allow to leave in the summer",274.0,29,10000,9278,616,63,5,7,2,2023-09-22,Friday,11
Carlo Ancelotti reveals what he said to Karim Benzema about retiring 😞,24.0,26,3331,2984,310,4,3,16,0,2023-09-22,Friday,10
Destination Jeddah 🇸🇦,396.0,329,10000,7963,1881,30,10,25,1,2023-09-22,Friday,10
"Royal Antwerp went crazy after a first league title in 66 years 😅

GOAL.COM
WATCH: Royal Antwerp break league trophy after first title win in 66 years",12.0,9,3051,2836,192,8,4,0,0,2023-09-22,Friday,9
Adama Traore is the worst-dressed player at Wolves 🤣 Wolverhampton Wanderers FC,19.0,24,3100,2727,45,315,5,1,0,2023-09-22,Friday,9
Name his replacement 💭,1833.0,82,8330,6920,1268,24,14,38,0,2023-09-22,Friday,8
"PSG need to replace a certain forward... 😅

GOAL.COM
Bernardo Silva, Marco Asensio and the 10 players PSG are most likely to sign in the summer",31.0,4,4455,4358,71,12,7,0,2,2023-09-22,Friday,8
You just had to be there.,480.0,659,50977,38142,8357,55,25,3877,5,2023-09-22,Friday,7
"Victor Osimhen achieved what Samuel Eto'o and George Weah never could 👏

GOAL.COM
Victor Osimhen becomes first African player to win Serie A Golden Boot",375.0,79,10000,9182,762,6,10,1,0,2023-09-22,Friday,6
How it started. How it ended 3️⃣,487.0,525,10000,7480,1578,48,9,767,0,2023-09-22,Friday,5
"The Benzema-Vini linkup will never be forgotten 🥺

GOAL.COM
Vinicius Jr posts emotional farewell message to Karim Benzema",53.0,24,10000,8835,1047,9,5,59,1,2023-09-22,Friday,4
"Would he fit in at the Bernabeu? 👀

GOAL.COM
Real Madrid working on shock Kai Havertz transfer after Karim Benzema's departure",72.0,8,2439,2209,51,159,7,5,5,2023-09-22,Friday,4
Time to go shopping for a striker 😈,1445.0,650,53640,42418,4408,6447,65,28,12,2023-09-22,Friday,3
